start_time,lib_name,lib_ver,test_duration,cpu_freq,latency_mean,throughput,cpu_cycles,peak_memory,page_faults,buff_flush,sink_flush,buff_size,formatter,formatter_impl,sink,build,dropped,latency_min,latency_max,latency_median,latency_IQR,latency_75th,latency_90th,latency_99th,latency_99.9th
0x17f7e810d010cd58,noop,0.0.0,100.026354,2.592148,46.134174,199.986814,973071218,4624384,1204,0,0,0,txt,,lib,release,20000
0x17f7e85ba880c464,p7client,5.6,100.028242,2.592148,2839.000944,199.982055,1344687466,6049792,1613,-1,1000,-1,txt,?,sort,release,0
0x17f7e874a5b88028,quill,7.2.1,100.067373,2.592148,997.649381,199.924270,6159285384,6455296,1779,1,-1,-1,txt,fmtlib_{fmt},sort,release,0
0x17f7e88d9c8f08b4,fstlog-fast,0.50.0,100.028842,2.592148,1806.462620,199.987373,1148400876,5201920,1359,0,0,0,txt,minimal_charconv,sort,release,0
0x17f7e8a691f5780c,boost,1.85.0,100.030419,2.592148,139484.716622,199.985724,5714615732,6258688,1634,0,0,64,txt,insertion_operator,sort,release,0
0x17f7e8f1708e0300,abseil,20240722.0,100.054006,2.592148,94218.758817,199.986926,4109064000,8753152,18156,-1,0,-1,txt,?,sort,release,0
0x17f7e90a66c54040,log4cxx,1.2.0,100.041608,2.592148,24335.839195,199.983090,3617768326,8286208,2163,-1,0,-1,txt,fmtlib_{fmt},sort,release,0
0x17f7e9235c67d798,fstlog,0.50.0,100.023662,2.592148,2061.735327,199.986741,1193142404,5140480,1365,0,0,0,txt,own_fill_align_charconv,sort,release,0
0x17f7e93c50e274a0,spdlog,1.14.1,100.028808,2.592148,16976.819229,199.986269,2293313496,10534912,2672,-1,0,164,txt,fmtlib_{fmt},sort,release,0
0x17f7e9872ec310dc,g3log,0.0.0,100.028095,2.592148,22255.927436,199.986875,3245343700,5640192,1485,-1,0,-1,txt,printf?,sort,release,0
0x17f7e9a021baf8a0,poco,0.0.0,100.028258,2.592148,49488.562427,199.985896,5878405054,6025216,1569,-1,0,-1,txt,?,sort,release,0
