start_time,lib_name,lib_ver,test_duration,cpu_freq,latency_mean,throughput,cpu_cycles,peak_memory,page_faults,buff_flush,sink_flush,buff_size,formatter,formatter_impl,sink,build,dropped,latency_min,latency_max,latency_median,latency_IQR,latency_75th,latency_90th,latency_99th,latency_99.9th
0x17f7e6649b5e69d8,noop,0.0.0,100.026476,2.591788,46.132755,1999.865221,9304595618,4628480,1206,0,0,0,txt,,lib,release,200000
0x17f7e696cf92e92c,abseil,20240722.0,100.051423,2.591788,54667.434656,1999.870704,31030709886,8753152,50614,-1,0,-1,txt,?,sort,release,0
0x17f7e6b0155c3d00,fstlog-fast,0.50.0,100.023738,2.591788,1663.483193,1999.862593,10622008948,5177344,1362,0,0,0,txt,minimal_charconv,sort,release,0
0x17f7e6c95c05ade0,log4cxx,1.2.0,100.042068,2.591788,16622.056704,1999.839377,36346502634,8306688,2170,-1,0,-1,txt,fmtlib_{fmt},sort,release,0
0x17f7e6e2a3044e90,p7client,5.6,100.030445,2.591788,2646.338639,1999.828527,11640059450,6049792,1611,-1,1000,-1,txt,?,sort,release,0
0x17f7e72ecba593f8,boost,1.85.0,100.030523,2.591788,77890.885510,1999.851893,46027912098,6283264,1640,0,0,64,txt,insertion_operator,sort,release,0
0x17f7e7480f088ba0,poco,0.0.0,100.026341,2.591788,43911.900792,1999.855288,55261583688,6000640,1563,-1,0,-1,txt,?,sort,release,0
0x17f7e77a66e07b58,quill,7.2.1,100.070178,2.591788,894.993966,1999.249212,22630929652,6692864,1742,1,-1,-1,txt,fmtlib_{fmt},sort,release,0
0x17f7e793ad992b58,fstlog,0.50.0,100.023935,2.591788,1891.606169,1999.867103,11036709912,5197824,1363,0,0,0,txt,own_fill_align_charconv,sort,release,0
0x17f7e7c63ae9a064,g3log,0.0.0,100.026866,2.591788,20746.733670,1999.861452,30967026564,5640192,1486,-1,0,-1,txt,printf?,sort,release,0
0x17f7e7df6a752498,spdlog,1.14.1,100.028818,2.591788,11368.675591,1999.866477,20140728160,10792960,2736,-1,0,164,txt,fmtlib_{fmt},sort,release,0
