start_time,lib_name,lib_ver,test_duration,cpu_freq,latency_mean,throughput,cpu_cycles,peak_memory,page_faults,buff_flush,sink_flush,buff_size,formatter,formatter_impl,sink,build,dropped,latency_min,latency_max,latency_median,latency_IQR,latency_75th,latency_90th,latency_99th,latency_99.9th
0x17f7e9b7f185b874,noop,0.0.0,100.026715,2.592108,46.186349,1.999877,53160604,4632576,1207,0,0,0,txt,,lib,release,200
0x17f7e9d0dd1a81a8,boost,1.85.0,100.030102,2.592108,152450.961321,1.999857,121640756,6258688,1633,0,0,64,txt,insertion_operator,sort,release,0
0x17f7e9e9c98a382c,g3log,0.0.0,100.026487,2.592108,25345.229726,1.999869,88970292,5636096,1482,-1,0,-1,txt,printf?,sort,release,0
0x17f7ea02b5d70dc8,fstlog-fast,0.50.0,100.023945,2.592108,2003.601014,1.999862,63098424,5083136,1343,0,0,0,txt,minimal_charconv,sort,release,0
0x17f7ea1ba1f57b50,abseil,20240722.0,100.054307,2.592108,142545.860504,1.999867,173074314,8753152,2798,-1,0,-1,txt,?,sort,release,0
0x17f7ea66685c939c,poco,0.0.0,100.026633,2.592108,56767.150954,1.999854,118789346,5980160,1558,-1,0,-1,txt,?,sort,release,0
0x17f7ea7f548e2b64,spdlog,1.14.1,100.034272,2.592108,23978.808980,1.999761,101296810,10555392,2667,-1,0,164,txt,fmtlib_{fmt},sort,release,0
0x17f7eab12ca84530,log4cxx,1.2.0,100.039580,2.592108,31817.799811,1.999836,126135044,8286208,2168,-1,0,-1,txt,fmtlib_{fmt},sort,release,0
0x17f7eafbf32ba2fc,fstlog,0.50.0,100.023744,2.592108,2433.984333,1.999862,63517862,5099520,1347,0,0,0,txt,own_fill_align_charconv,sort,release,0
0x17f7eb14dec12684,p7client,5.6,100.029925,2.592108,3437.904737,1.999827,132742036,5779456,1592,-1,1000,-1,txt,?,sort,release,0
0x17f7eb46b6ed0394,quill,7.2.1,100.052948,2.592108,14512.563352,1.999543,5088297856,6504448,1740,1,-1,-1,txt,fmtlib_{fmt},sort,release,0
