time,latency,thread,start_core,end_core
78646.5,5864.54,0,1,1
2.09302e+07,2202.58,0,1,1
4.07513e+07,2195.63,0,1,1
6.10121e+07,2299.82,0,1,1
8.05449e+07,2286.7,0,1,1
1.009e+08,5075.81,0,1,1
1.20681e+08,2263.55,0,1,1
1.40347e+08,5027.96,0,1,1
1.60617e+08,2188.69,0,1,1
1.80663e+08,4640.54,0,1,1
2.00496e+08,5320.45,0,1,1
2.20683e+08,2840.82,0,1,1
2.40502e+08,4628.96,0,1,1
2.61175e+08,4970.08,0,1,1
2.81339e+08,2203.35,0,1,1
3.00487e+08,3354.03,0,1,1
3.20852e+08,2254.29,0,1,1
3.40421e+08,2316.03,0,1,1
3.60585e+08,5119.8,0,1,1
3.8114e+08,2185.6,0,1,1
4.01144e+08,2160.13,0,1,1
4.20198e+08,3327.79,0,1,1
4.41148e+08,2123.09,0,1,1
4.60197e+08,2607.75,0,1,1
4.80798e+08,2357.7,0,1,1
5.00834e+08,2788.34,0,1,1
5.21011e+08,4955.41,0,1,1
5.41206e+08,2579.19,0,1,1
5.60985e+08,2140.07,0,1,1
5.80471e+08,2191,0,1,1
6.01164e+08,2143.93,0,1,1
6.20971e+08,2769.82,0,1,1
6.41365e+08,2202.58,0,1,1
6.60883e+08,2085.27,0,1,1
6.80878e+08,2779.85,0,1,1
7.00819e+08,2410.95,0,1,1
7.20913e+08,2186.37,0,1,1
7.40655e+08,5207.01,0,1,1
7.60587e+08,3573.21,0,1,1
7.80596e+08,5175.36,0,1,1
8.00647e+08,4212.22,0,1,1
8.20603e+08,4642.86,0,1,1
8.40655e+08,4946.15,0,1,1
8.60515e+08,2748.98,0,1,1
8.80515e+08,4609.67,0,1,1
9.00559e+08,4442.2,0,1,1
9.21097e+08,2365.42,0,1,1
9.41072e+08,2147.01,0,1,1
9.60616e+08,6449.53,0,1,1
9.80703e+08,2836.96,0,1,1
1.00056e+09,2755.15,0,1,1
1.02073e+09,5988.79,0,1,1
1.04092e+09,2948.86,0,1,1
1.06072e+09,2291.33,0,1,1
1.08053e+09,5791.22,0,1,1
1.10092e+09,2387.03,0,1,1
1.12076e+09,2210.3,0,1,1
1.14056e+09,2972.01,0,1,1
1.16107e+09,2229.59,0,1,1
1.18049e+09,4665.24,0,1,1
1.20094e+09,5447.79,0,1,1
1.2208e+09,4993.23,0,1,1
1.2409e+09,2120,0,1,1
1.26184e+09,2131.58,0,1,1
1.28064e+09,2326.06,0,1,1
1.30048e+09,4943.84,0,1,1
1.32116e+09,2816.89,0,1,1
1.34112e+09,2959.67,0,1,1
1.36083e+09,3097.81,0,1,1
1.3808e+09,4893.67,0,1,1
1.40079e+09,4824.99,0,1,1
1.42067e+09,5379.88,0,1,1
1.44165e+09,2292.1,0,1,1
1.46077e+09,4844.28,0,1,1
1.48118e+09,2300.59,0,1,1
1.50098e+09,2204.89,0,1,1
1.52122e+09,2167.08,0,1,1
1.54132e+09,3252.93,0,1,1
1.5608e+09,4743.96,0,1,1
1.58084e+09,5152.21,0,1,1
1.60054e+09,2109.2,0,1,1
1.62103e+09,2321.43,0,1,1
1.64094e+09,2793.74,0,1,1
1.66099e+09,2566.84,0,1,1
1.68077e+09,2792.2,0,1,1
1.7011e+09,2174.8,0,1,1
1.72095e+09,5254.08,0,1,1
1.74097e+09,2184.06,0,1,1
1.76182e+09,2348.44,0,1,1
1.781e+09,2176.34,0,1,1
1.80078e+09,2241.17,0,1,1
1.82083e+09,2412.49,0,1,1
1.84105e+09,2203.35,0,1,1
1.86079e+09,5477.12,0,1,1
1.88105e+09,4903.71,0,1,1
1.90099e+09,2307.54,0,1,1
1.92091e+09,5206.23,0,1,1
1.94129e+09,4694.56,0,1,1
1.96114e+09,2275.89,0,1,1
1.98109e+09,2255.83,0,1,1
2.00115e+09,2498.93,0,1,1
2.02049e+09,2738.95,0,1,1
2.04114e+09,5666.97,0,1,1
2.06142e+09,7096.25,0,1,1
2.08116e+09,4891.36,0,1,1
2.10191e+09,2249.65,0,1,1
2.12056e+09,2410.18,0,1,1
2.14125e+09,2968.93,0,1,1
2.16071e+09,5123.66,0,1,1
2.18118e+09,2715.02,0,1,1
2.20133e+09,3265.28,0,1,1
2.22148e+09,2392.43,0,1,1
2.24107e+09,2836.19,0,1,1
2.26205e+09,2116.14,0,1,1
2.2813e+09,2154.73,0,1,1
2.30086e+09,2321.43,0,1,1
2.3212e+09,2188.69,0,1,1
2.34128e+09,3315.44,0,1,1
2.36132e+09,4673.73,0,1,1
2.38078e+09,2704.22,0,1,1
2.40068e+09,4722.35,0,1,1
2.4209e+09,5459.37,0,1,1
2.44064e+09,2363.1,0,1,1
2.461e+09,2904.1,0,1,1
2.4811e+09,2921.08,0,1,1
2.50149e+09,4301.74,0,1,1
2.52068e+09,2788.34,0,1,1
2.54125e+09,2525.94,0,1,1
2.56109e+09,4884.41,0,1,1
2.58119e+09,2177.11,0,1,1
2.60195e+09,2432.56,0,1,1
2.62079e+09,5132.92,0,1,1
2.64111e+09,5206.23,0,1,1
2.66131e+09,4852.77,0,1,1
2.6812e+09,19063.8,0,1,1
2.70132e+09,2374.68,0,1,1
2.72143e+09,5554.29,0,1,1
2.74066e+09,4926.86,0,1,1
2.76155e+09,13810.5,0,1,1
2.78086e+09,2214.93,0,1,1
2.8007e+09,3372.55,0,1,1
2.8213e+09,2147.01,0,1,1
2.84123e+09,4860.49,0,1,1
2.8613e+09,2167.85,0,1,1
2.8808e+09,5621.44,0,1,1
2.90113e+09,2367.73,0,1,1
2.921e+09,2887.89,0,1,1
2.94175e+09,7197.35,0,1,1
2.9611e+09,3043.79,0,1,1
2.98144e+09,4632.05,0,1,1
3.00083e+09,5290.36,0,1,1
3.02126e+09,2214.15,0,1,1
3.04137e+09,2729.68,0,1,1
3.06121e+09,2830.01,0,1,1
3.08121e+09,2738.17,0,1,1
3.10073e+09,4946.93,0,1,1
3.12093e+09,4921.46,0,1,1
3.14126e+09,3685.11,0,1,1
3.1613e+09,5227.84,0,1,1
3.18123e+09,2797.6,0,1,1
3.20128e+09,5122.89,0,1,1
3.22116e+09,2760.55,0,1,1
3.24077e+09,4988.6,0,1,1
3.26219e+09,4901.39,0,1,1
3.28089e+09,4769.42,0,1,1
3.30084e+09,2982.05,0,1,1
3.32129e+09,2764.41,0,1,1
3.3415e+09,5443.16,0,1,1
3.36138e+09,2223.42,0,1,1
3.38136e+09,2262,0,1,1
3.40129e+09,2731.23,0,1,1
3.42156e+09,2954.26,0,1,1
3.44114e+09,2300.59,0,1,1
3.46116e+09,2289.79,0,1,1
3.48144e+09,2198.72,0,1,1
3.50176e+09,2932.65,0,1,1
3.52113e+09,2986.68,0,1,1
3.54148e+09,2668.72,0,1,1
3.56163e+09,2958.89,0,1,1
3.58113e+09,2557.58,0,1,1
3.60221e+09,2224.96,0,1,1
3.62098e+09,2373.14,0,1,1
3.64114e+09,5449.34,0,1,1
3.66142e+09,2782.94,0,1,1
3.68147e+09,2347.67,0,1,1
3.70134e+09,3546.97,0,1,1
3.72093e+09,3329.34,0,1,1
3.74137e+09,2092.99,0,1,1
3.76089e+09,5081.98,0,1,1
3.78143e+09,2154.73,0,1,1
3.8018e+09,2343.04,0,1,1
3.8209e+09,3821.71,0,1,1
3.84118e+09,2848.53,0,1,1
3.8615e+09,5144.49,0,1,1
3.88176e+09,4864.35,0,1,1
3.90136e+09,2317.57,0,1,1
3.92173e+09,2401.69,0,1,1
3.94091e+09,4483.1,0,1,1
3.96133e+09,2320.66,0,1,1
3.98166e+09,5382.97,0,1,1
4.00116e+09,2609.29,0,1,1
4.02096e+09,2358.47,0,1,1
4.04156e+09,2413.27,0,1,1
4.06185e+09,5654.62,0,1,1
4.08109e+09,4966.22,0,1,1
4.10236e+09,2694.18,0,1,1
4.12104e+09,4779.46,0,1,1
4.14176e+09,3028.35,0,1,1
4.16182e+09,2238.08,0,1,1
4.18186e+09,2135.44,0,1,1
4.20154e+09,2803,0,1,1
4.22133e+09,2152.41,0,1,1
4.24183e+09,2805.32,0,1,1
4.26185e+09,2821.52,0,1,1
4.28145e+09,2210.3,0,1,1
4.30097e+09,12265.4,0,1,1
4.32154e+09,5184.63,0,1,1
4.34143e+09,2753.61,0,1,1
4.3616e+09,2260.46,0,1,1
4.38155e+09,2096.08,0,1,1
4.40145e+09,2176.34,0,1,1
4.42163e+09,2275.12,0,1,1
4.44247e+09,5319.68,0,1,1
4.46147e+09,2417.9,0,1,1
4.48124e+09,2109.97,0,1,1
4.50135e+09,4921.46,0,1,1
4.52184e+09,2157.04,0,1,1
4.54125e+09,5343.61,0,1,1
4.5613e+09,4901.39,0,1,1
4.58122e+09,2705.76,0,1,1
4.60255e+09,2203.35,0,1,1
4.62152e+09,2427.16,0,1,1
4.64202e+09,2477.32,0,1,1
4.66125e+09,4992.46,0,1,1
4.68166e+09,2209.52,0,1,1
4.7017e+09,2328.37,0,1,1
4.72177e+09,5546.58,0,1,1
4.74204e+09,2865.51,0,1,1
4.76197e+09,4742.41,0,1,1
4.78257e+09,2852.39,0,1,1
4.80129e+09,4938.44,0,1,1
4.82142e+09,2242.71,0,1,1
4.84132e+09,2241.17,0,1,1
4.86112e+09,4964.68,0,1,1
4.88146e+09,2860.11,0,1,1
4.90204e+09,2285.93,0,1,1
4.9214e+09,2253.51,0,1,1
4.94199e+09,2485.81,0,1,1
4.96169e+09,2212.61,0,1,1
4.9817e+09,4824.22,0,1,1
5.0017e+09,2234.22,0,1,1
5.02199e+09,4704.6,0,1,1
5.04173e+09,2417.13,0,1,1
5.06147e+09,2755.92,0,1,1
5.08131e+09,2241.94,0,1,1
5.10262e+09,2184.06,0,1,1
5.12133e+09,2278.21,0,1,1
5.14178e+09,20527,0,1,1
5.16161e+09,2133.89,0,1,1
5.18194e+09,4916.06,0,1,1
5.20149e+09,3073.11,0,1,1
5.22161e+09,2080.64,0,1,1
5.24167e+09,3000.57,0,1,1
5.26152e+09,4676.81,0,1,1
5.28146e+09,4563.37,0,1,1
5.3015e+09,2827.7,0,1,1
5.32182e+09,2308.31,0,1,1
5.3417e+09,5153.76,0,1,1
5.36175e+09,2199.49,0,1,1
5.38144e+09,2942.69,0,1,1
5.40168e+09,2338.41,0,1,1
5.42203e+09,2752.84,0,1,1
5.44274e+09,4971.62,0,1,1
5.46128e+09,3763.06,0,1,1
5.48143e+09,2864.74,0,1,1
5.50175e+09,4758.62,0,1,1
5.52169e+09,5034.91,0,1,1
5.54212e+09,2281.3,0,1,1
5.56151e+09,2441.82,0,1,1
5.58169e+09,4873.61,0,1,1
5.60227e+09,2270.49,0,1,1
5.6213e+09,2508.19,0,1,1
5.64169e+09,2374.68,0,1,1
5.66199e+09,2280.53,0,1,1
5.68175e+09,2250.43,0,1,1
5.70156e+09,2366.96,0,1,1
5.7216e+09,2571.48,0,1,1
5.74161e+09,5296.53,0,1,1
5.76268e+09,5307.33,0,1,1
5.78157e+09,2174.02,0,1,1
5.80164e+09,3683.57,0,1,1
5.82174e+09,2701.13,0,1,1
5.8415e+09,2421.76,0,1,1
5.86137e+09,5138.32,0,1,1
5.88181e+09,5224.76,0,1,1
5.9018e+09,2184.06,0,1,1
5.92162e+09,2194.86,0,1,1
5.94251e+09,2208.75,0,1,1
5.96172e+09,4754.76,0,1,1
5.98188e+09,4953.87,0,1,1
6.00186e+09,3033.75,0,1,1
6.02197e+09,5561.24,0,1,1
6.04176e+09,5824.41,0,1,1
