time,latency,thread,start_core,end_core
53528.3,4324.12,0,1,1
2.06315e+07,8091.04,0,1,1
4.01411e+07,16470.7,0,1,1
6.07667e+07,12935.3,0,1,1
8.04576e+07,16666.7,0,1,1
1.01324e+08,5795.08,0,1,1
1.20148e+08,15275.3,0,1,1
1.40869e+08,22328.3,0,1,1
1.60769e+08,14850.8,0,1,1
1.80567e+08,6178.64,0,1,1
2.00783e+08,16486.9,0,1,1
2.20451e+08,5179.99,0,1,1
2.40491e+08,16559.5,0,1,1
2.61126e+08,5912.39,0,1,1
2.80525e+08,5927.05,0,1,1
3.0079e+08,15698.2,0,1,1
3.20815e+08,5071.18,0,1,1
3.40653e+08,16483.8,0,1,1
3.60627e+08,5562.78,0,1,1
3.80669e+08,17284.1,0,1,1
4.01132e+08,15769.2,0,1,1
4.21699e+08,16483.1,0,1,1
4.40353e+08,5809.74,0,1,1
4.60233e+08,18316,0,1,1
4.80804e+08,13421.5,0,1,1
5.00698e+08,5933.22,0,1,1
5.2085e+08,15854.1,0,1,1
5.40435e+08,16087.2,0,1,1
5.60231e+08,15205.8,0,1,1
5.81712e+08,16756.3,0,1,1
6.00925e+08,14035.1,0,1,1
6.2085e+08,11991.5,0,1,1
6.40934e+08,12622.8,0,1,1
6.60751e+08,17660.8,0,1,1
6.81112e+08,11997.6,0,1,1
7.01049e+08,13836.7,0,1,1
7.20785e+08,17675.4,0,1,1
7.40273e+08,9075.02,0,1,1
7.60302e+08,11370.2,0,1,1
7.81089e+08,15306.9,0,1,1
8.00887e+08,16791.8,0,1,1
8.20496e+08,16813.4,0,1,1
8.40673e+08,5287.27,0,1,1
8.609e+08,5781.96,0,1,1
8.81174e+08,9344.36,0,1,1
9.00887e+08,5389.91,0,1,1
9.21224e+08,15144.8,0,1,1
9.40418e+08,5903.9,0,1,1
9.60908e+08,5169.19,0,1,1
9.80943e+08,5792.77,0,1,1
1.00094e+09,16218.4,0,1,1
1.02027e+09,16236.9,0,1,1
1.04091e+09,16825.7,0,1,1
1.06073e+09,16598.1,0,1,1
1.08112e+09,16259.3,0,1,1
1.10048e+09,9218.57,0,1,1
1.12104e+09,14865.5,0,1,1
1.141e+09,10177.1,0,1,1
1.16113e+09,15607.1,0,1,1
1.18104e+09,15269.1,0,1,1
1.20096e+09,16516.2,0,1,1
1.22044e+09,4975.48,0,1,1
1.24071e+09,17173,0,1,1
1.26163e+09,16740.1,0,1,1
1.28138e+09,8779.44,0,1,1
1.30089e+09,13477.1,0,1,1
1.32123e+09,16684.5,0,1,1
1.34097e+09,11475.9,0,1,1
1.36133e+09,4902.94,0,1,1
1.38109e+09,8169.76,0,1,1
1.40051e+09,16767.8,0,1,1
1.42186e+09,17920.1,0,1,1
1.44051e+09,5061.92,0,1,1
1.4605e+09,5815.92,0,1,1
1.48098e+09,16654.4,0,1,1
1.50181e+09,17537.3,0,1,1
1.52102e+09,16528.6,0,1,1
1.54113e+09,13407.6,0,1,1
1.56129e+09,15898.1,0,1,1
1.58085e+09,14004.2,0,1,1
1.6005e+09,14975.1,0,1,1
1.62112e+09,5599.83,0,1,1
1.64081e+09,4888.27,0,1,1
1.66064e+09,16361.9,0,1,1
1.68085e+09,16067.1,0,1,1
1.70108e+09,15832.5,0,1,1
1.72107e+09,16832.7,0,1,1
1.74108e+09,10370.8,0,1,1
1.76195e+09,16747.8,0,1,1
1.78116e+09,16296.3,0,1,1
1.80049e+09,16764,0,1,1
1.82071e+09,5463.23,0,1,1
1.84134e+09,9977.97,0,1,1
1.86064e+09,16236.9,0,1,1
1.88094e+09,17164.5,0,1,1
1.90066e+09,5877.66,0,1,1
1.92199e+09,15131,0,1,1
1.94055e+09,5724.08,0,1,1
1.96118e+09,15279.9,0,1,1
1.98062e+09,4879.78,0,1,1
2.00083e+09,17928.6,0,1,1
2.02109e+09,16974.7,0,1,1
2.0411e+09,5102.82,0,1,1
2.06054e+09,17468.6,0,1,1
2.08101e+09,8335.69,0,1,1
2.10062e+09,16499.3,0,1,1
2.12126e+09,6078.31,0,1,1
2.14109e+09,9176.12,0,1,1
2.16144e+09,16567.2,0,1,1
2.18087e+09,5377.56,0,1,1
2.2012e+09,5098.19,0,1,1
2.2209e+09,31009.7,0,1,1
2.24083e+09,15692,0,1,1
2.26174e+09,6809.93,0,1,1
2.28115e+09,15337.8,0,1,1
2.3007e+09,10035.9,0,1,1
2.321e+09,16128.8,0,1,1
2.34066e+09,16852.7,0,1,1
2.36117e+09,17030.2,0,1,1
2.38065e+09,5203.92,0,1,1
2.40086e+09,16557.9,0,1,1
2.42114e+09,5325.08,0,1,1
2.44089e+09,15213.5,0,1,1
2.46133e+09,4991.69,0,1,1
2.48133e+09,15496.8,0,1,1
2.50065e+09,24818,0,1,1
2.52094e+09,5012.52,0,1,1
2.54086e+09,14387.8,0,1,1
2.5611e+09,6050.53,0,1,1
2.58094e+09,17322.7,0,1,1
2.60062e+09,15652.7,0,1,1
2.62137e+09,15917.4,0,1,1
2.64122e+09,15036.8,0,1,1
2.66133e+09,23249.8,0,1,1
2.68097e+09,16526.3,0,1,1
2.7011e+09,6005.77,0,1,1
2.72113e+09,16357.3,0,1,1
2.74136e+09,16362.7,0,1,1
2.76145e+09,9132.9,0,1,1
