time,latency,thread,start_core,end_core
66677.3,6114.54,0,1,1
2.08729e+07,953.105,0,1,1
4.02775e+07,1008.67,0,1,1
6.02893e+07,1215.5,0,1,1
8.04813e+07,1212.41,0,1,1
1.00542e+08,1401.49,0,1,1
1.20455e+08,1158.39,0,1,1
1.40463e+08,973.943,0,1,1
1.60238e+08,920.692,0,1,1
1.80344e+08,977.801,0,1,1
2.00396e+08,963.91,0,1,1
2.20304e+08,942.301,0,1,1
2.40519e+08,941.529,0,1,1
2.6031e+08,1014.07,0,1,1
2.80546e+08,970.856,0,1,1
3.00473e+08,1510.31,0,1,1
3.20704e+08,1277.24,0,1,1
3.40629e+08,1285.73,0,1,1
3.60528e+08,2714.23,0,1,1
3.8102e+08,970.856,0,1,1
4.00527e+08,1017.16,0,1,1
4.20468e+08,1189.26,0,1,1
4.40504e+08,1255.63,0,1,1
4.60531e+08,1057.29,0,1,1
4.80452e+08,1094.33,0,1,1
5.00362e+08,984.747,0,1,1
5.2031e+08,1264.12,0,1,1
5.40946e+08,1197.75,0,1,1
5.61072e+08,978.573,0,1,1
5.81086e+08,1034.14,0,1,1
6.00545e+08,1308.88,0,1,1
6.20695e+08,1247.91,0,1,1
6.40755e+08,955.421,0,1,1
6.60736e+08,2325.27,0,1,1
6.80736e+08,1117.49,0,1,1
7.00887e+08,1259.49,0,1,1
7.20401e+08,978.573,0,1,1
7.40426e+08,2528.24,0,1,1
7.60365e+08,2752.82,0,1,1
7.80288e+08,2036.64,0,1,1
8.00953e+08,1958.69,0,1,1
8.20397e+08,8915.2,0,1,1
8.40625e+08,963.91,0,1,1
8.60511e+08,955.421,0,1,1
8.80747e+08,1055.75,0,1,1
9.00999e+08,966.225,0,1,1
9.20937e+08,978.573,0,1,1
9.41056e+08,1211.64,0,1,1
9.60503e+08,1180,0,1,1
9.80801e+08,1226.3,0,1,1
1.001e+09,1104.37,0,1,1
1.02091e+09,1136.78,0,1,1
1.0409e+09,1246.37,0,1,1
1.06084e+09,938.442,0,1,1
1.08065e+09,949.247,0,1,1
1.10111e+09,2162.43,0,1,1
1.1211e+09,994.008,0,1,1
1.14091e+09,966.997,0,1,1
1.16091e+09,1047.26,0,1,1
1.18115e+09,1211.64,0,1,1
1.20109e+09,1223.22,0,1,1
1.22104e+09,1206.24,0,1,1
1.24078e+09,960.051,0,1,1
1.26062e+09,1156.07,0,1,1
1.28061e+09,969.312,0,1,1
1.30089e+09,936.899,0,1,1
1.32075e+09,983.975,0,1,1
1.34084e+09,1918.56,0,1,1
1.36082e+09,943.845,0,1,1
1.3804e+09,2284.37,0,1,1
1.40112e+09,957.736,0,1,1
1.42057e+09,1003.27,0,1,1
1.44051e+09,952.334,0,1,1
1.4611e+09,1002.5,0,1,1
1.48045e+09,2418.65,0,1,1
1.50037e+09,2316.01,0,1,1
1.52059e+09,2897.9,0,1,1
1.54102e+09,2704.2,0,1,1
1.56117e+09,3007.49,0,1,1
1.58101e+09,2957.33,0,1,1
1.60097e+09,2484.25,0,1,1
1.62042e+09,9553.44,0,1,1
1.64046e+09,2890.96,0,1,1
1.66063e+09,2543.67,0,1,1
1.68062e+09,1930.14,0,1,1
1.70062e+09,949.247,0,1,1
1.72052e+09,2554.48,0,1,1
1.74047e+09,2114.58,0,1,1
1.76132e+09,1735.66,0,1,1
1.78054e+09,1933.22,0,1,1
1.80049e+09,2344.56,0,1,1
1.82089e+09,1950.97,0,1,1
1.84132e+09,2969.68,0,1,1
1.86096e+09,1284.96,0,1,1
1.88096e+09,1012.53,0,1,1
1.90094e+09,1264.12,0,1,1
1.92076e+09,1028.74,0,1,1
1.94069e+09,2624.71,0,1,1
1.96128e+09,2809.15,0,1,1
1.98142e+09,2640.91,0,1,1
2.00071e+09,2515.12,0,1,1
2.02124e+09,2397.81,0,1,1
2.0412e+09,2944.98,0,1,1
2.0613e+09,1529.6,0,1,1
2.08137e+09,2174.01,0,1,1
2.10074e+09,2641.68,0,1,1
2.12076e+09,2193.3,0,1,1
2.14127e+09,2625.48,0,1,1
2.16128e+09,2828.45,0,1,1
2.18123e+09,2349.19,0,1,1
2.20063e+09,2776.74,0,1,1
2.22076e+09,2743.55,0,1,1
2.24076e+09,3213.55,0,1,1
2.26062e+09,2465.73,0,1,1
2.28057e+09,2279.74,0,1,1
2.30136e+09,1231.71,0,1,1
2.32098e+09,2256.58,0,1,1
2.34094e+09,2693.39,0,1,1
2.36094e+09,2282.82,0,1,1
2.38091e+09,931.497,0,1,1
2.40084e+09,2382.38,0,1,1
2.42083e+09,1302.71,0,1,1
2.44078e+09,1056.52,0,1,1
2.46098e+09,2584.58,0,1,1
2.48135e+09,1220.9,0,1,1
2.50074e+09,2538.27,0,1,1
2.52128e+09,2759.76,0,1,1
2.54082e+09,1252.54,0,1,1
2.56087e+09,1065.01,0,1,1
2.58073e+09,2454.92,0,1,1
2.60076e+09,2322.18,0,1,1
2.62074e+09,2583.8,0,1,1
2.64069e+09,2718.09,0,1,1
2.66121e+09,953.877,0,1,1
2.681e+09,2946.52,0,1,1
2.70092e+09,2296.71,0,1,1
2.72133e+09,950.79,0,1,1
2.74079e+09,1334.35,0,1,1
2.76075e+09,2418.65,0,1,1
2.78075e+09,3122.48,0,1,1
2.8009e+09,947.703,0,1,1
2.82082e+09,2353.05,0,1,1
2.8408e+09,10136.9,0,1,1
2.86061e+09,2605.41,0,1,1
2.8809e+09,1597.51,0,1,1
2.90083e+09,1350.55,0,1,1
2.92081e+09,1115.94,0,1,1
2.94099e+09,1555.84,0,1,1
2.96091e+09,2789.86,0,1,1
2.98128e+09,2396.27,0,1,1
3.00127e+09,2614.67,0,1,1
3.02101e+09,2380.06,0,1,1
3.04091e+09,1919.33,0,1,1
3.06075e+09,2800.66,0,1,1
3.0814e+09,2537.5,0,1,1
3.10135e+09,2590.75,0,1,1
3.12099e+09,2099.92,0,1,1
3.14094e+09,2397.81,0,1,1
3.16093e+09,2376.2,0,1,1
3.18128e+09,1616.03,0,1,1
3.20087e+09,2293.63,0,1,1
3.22078e+09,2529.01,0,1,1
3.24102e+09,1301.16,0,1,1
3.26098e+09,1122.12,0,1,1
3.28092e+09,2479.62,0,1,1
3.3009e+09,2412.48,0,1,1
3.32135e+09,2295.94,0,1,1
3.34131e+09,948.475,0,1,1
3.36082e+09,2142.37,0,1,1
3.38116e+09,2248.09,0,1,1
3.40084e+09,2199.47,0,1,1
3.42126e+09,2366.17,0,1,1
3.44105e+09,2782.91,0,1,1
3.46096e+09,2245.01,0,1,1
3.48137e+09,1758.81,0,1,1
3.50142e+09,2236.52,0,1,1
3.52141e+09,2172.46,0,1,1
3.5413e+09,957.736,0,1,1
3.56094e+09,1069.64,0,1,1
3.58157e+09,2518.98,0,1,1
3.60122e+09,896.768,0,1,1
3.62156e+09,2821.5,0,1,1
3.64151e+09,994.008,0,1,1
3.66136e+09,2373.12,0,1,1
3.68148e+09,970.856,0,1,1
3.70156e+09,1003.27,0,1,1
3.72147e+09,958.508,0,1,1
3.74158e+09,970.084,0,1,1
3.76155e+09,976.258,0,1,1
3.78154e+09,1226.3,0,1,1
3.80155e+09,956.964,0,1,1
3.82155e+09,1057.29,0,1,1
3.84139e+09,2829.99,0,1,1
3.86134e+09,2210.28,0,1,1
3.88109e+09,960.051,0,1,1
3.90106e+09,953.105,0,1,1
3.92102e+09,987.062,0,1,1
3.94098e+09,977.801,0,1,1
3.96166e+09,1263.35,0,1,1
3.9815e+09,955.421,0,1,1
4.00105e+09,1290.36,0,1,1
4.02195e+09,965.453,0,1,1
4.04093e+09,1475.58,0,1,1
4.06133e+09,1270.29,0,1,1
4.08118e+09,1265.66,0,1,1
4.10118e+09,977.03,0,1,1
4.12121e+09,994.78,0,1,1
4.14112e+09,1218.59,0,1,1
4.16108e+09,975.486,0,1,1
4.1815e+09,987.834,0,1,1
4.201e+09,2792.17,0,1,1
4.22176e+09,948.475,0,1,1
4.24127e+09,973.171,0,1,1
4.26146e+09,2607.73,0,1,1
4.28146e+09,2681.82,0,1,1
4.30106e+09,2681.82,0,1,1
4.32096e+09,2224.94,0,1,1
4.34098e+09,2458.01,0,1,1
4.36112e+09,2847.74,0,1,1
4.38108e+09,2953.47,0,1,1
4.40103e+09,2714.23,0,1,1
4.42098e+09,2238.83,0,1,1
4.44093e+09,2029.69,0,1,1
4.46171e+09,949.247,0,1,1
4.48145e+09,1038,0,1,1
4.5011e+09,2463.41,0,1,1
4.52112e+09,980.888,0,1,1
4.54174e+09,2719.63,0,1,1
4.56165e+09,979.345,0,1,1
4.58173e+09,1436.99,0,1,1
4.60155e+09,3227.44,0,1,1
4.6215e+09,2865.49,0,1,1
4.64138e+09,2539.04,0,1,1
4.66136e+09,2770.57,0,1,1
4.68176e+09,1362.9,0,1,1
4.70139e+09,900.627,0,1,1
4.72135e+09,976.258,0,1,1
4.74122e+09,2768.25,0,1,1
4.76119e+09,2685.67,0,1,1
4.78105e+09,1218.59,0,1,1
4.80165e+09,2189.44,0,1,1
4.8216e+09,2119.98,0,1,1
4.84169e+09,2495.05,0,1,1
4.86111e+09,979.345,0,1,1
4.88215e+09,1330.49,0,1,1
4.90105e+09,2543.67,0,1,1
4.92114e+09,1805.11,0,1,1
4.94114e+09,2292.86,0,1,1
4.96119e+09,2679.5,0,1,1
4.98116e+09,2146.22,0,1,1
5.0013e+09,1259.49,0,1,1
5.02123e+09,1155.3,0,1,1
5.04139e+09,2010.4,0,1,1
5.0618e+09,1244.05,0,1,1
5.08181e+09,1095.11,0,1,1
5.10176e+09,1296.53,0,1,1
5.12171e+09,1303.48,0,1,1
5.14166e+09,1046.49,0,1,1
5.16162e+09,966.225,0,1,1
5.18129e+09,2231.89,0,1,1
5.20181e+09,2227.26,0,1,1
5.22176e+09,1903.12,0,1,1
5.24111e+09,1125.2,0,1,1
5.26142e+09,1340.52,0,1,1
5.28143e+09,1262.58,0,1,1
5.3019e+09,1263.35,0,1,1
5.32173e+09,878.246,0,1,1
5.34177e+09,1632.24,0,1,1
5.36188e+09,2400.9,0,1,1
5.38147e+09,2531.32,0,1,1
5.40181e+09,2587.66,0,1,1
5.42152e+09,1967.18,0,1,1
5.44208e+09,1957.92,0,1,1
5.46166e+09,914.518,0,1,1
5.48166e+09,908.344,0,1,1
5.50166e+09,971.627,0,1,1
5.52178e+09,1031.82,0,1,1
5.5414e+09,909.888,0,1,1
5.5618e+09,2864.72,0,1,1
5.5816e+09,2849.28,0,1,1
5.60211e+09,953.877,0,1,1
5.62117e+09,1078.9,0,1,1
5.64137e+09,1290.36,0,1,1
5.66208e+09,9738.65,0,1,1
5.68237e+09,2911.02,0,1,1
5.70141e+09,1950.2,0,1,1
5.72138e+09,1136.78,0,1,1
5.74196e+09,1014.07,0,1,1
5.76176e+09,1056.52,0,1,1
5.78141e+09,2508.94,0,1,1
5.80154e+09,878.246,0,1,1
5.82167e+09,899.083,0,1,1
5.84159e+09,912.975,0,1,1
5.86202e+09,1042.63,0,1,1
5.88194e+09,1323.54,0,1,1
5.9021e+09,922.236,0,1,1
5.92161e+09,874.387,0,1,1
5.94205e+09,1245.6,0,1,1
5.96214e+09,2990.51,0,1,1
5.98141e+09,868.213,0,1,1
6.00154e+09,926.094,0,1,1
6.02214e+09,995.551,0,1,1
6.04187e+09,1425.41,0,1,1
6.06148e+09,1106.68,0,1,1
6.08156e+09,888.279,0,1,1
6.10201e+09,907.573,0,1,1
6.12199e+09,927.638,0,1,1
6.14159e+09,1125.98,0,1,1
6.16175e+09,1014.07,0,1,1
6.18252e+09,935.355,0,1,1
6.20177e+09,902.17,0,1,1
6.22162e+09,980.117,0,1,1
6.24161e+09,970.084,0,1,1
6.2616e+09,1024.11,0,1,1
6.28202e+09,1298.85,0,1,1
6.30187e+09,2537.5,0,1,1
6.32223e+09,1338.98,0,1,1
6.34167e+09,1019.48,0,1,1
6.36145e+09,1327.4,0,1,1
6.38161e+09,882.877,0,1,1
6.40207e+09,953.105,0,1,1
6.42219e+09,3032.96,0,1,1
6.44153e+09,2870.12,0,1,1
6.46206e+09,2860.09,0,1,1
6.48173e+09,2741.24,0,1,1
6.50232e+09,997.867,0,1,1
6.52161e+09,1293.45,0,1,1
6.5416e+09,965.453,0,1,1
6.56177e+09,973.943,0,1,1
6.58205e+09,2741.24,0,1,1
6.60174e+09,2988.2,0,1,1
6.62168e+09,889.051,0,1,1
6.64193e+09,995.551,0,1,1
6.66175e+09,901.399,0,1,1
6.68134e+09,2931.09,0,1,1
6.70174e+09,945.388,0,1,1
6.72207e+09,2887.1,0,1,1
6.7418e+09,997.867,0,1,1
