time,latency,thread,start_core,end_core
54099.7,630911,0,1,1
2.1122e+07,808.789,0,1,1
4.05292e+07,1044.17,0,1,1
6.05117e+07,657.527,0,1,1
8.04584e+07,608.907,0,1,1
1.00371e+08,782.55,0,1,1
1.20395e+08,897.54,0,1,1
1.40356e+08,463.047,0,1,1
1.60398e+08,568.776,0,1,1
1.80405e+08,527.102,0,1,1
2.00471e+08,551.026,0,1,1
2.20447e+08,589.613,0,1,1
2.40386e+08,596.559,0,1,1
2.60672e+08,427.547,0,1,1
2.80543e+08,599.646,0,1,1
3.00693e+08,460.732,0,1,1
3.20473e+08,581.124,0,1,1
3.4081e+08,779.463,0,1,1
3.60353e+08,811.876,0,1,1
3.80357e+08,581.896,0,1,1
4.00398e+08,460.732,0,1,1
4.20308e+08,453.786,0,1,1
4.4047e+08,426.003,0,1,1
4.6059e+08,716.18,0,1,1
4.80814e+08,482.341,0,1,1
5.0104e+08,558.744,0,1,1
5.21008e+08,520.928,0,1,1
5.4081e+08,459.188,0,1,1
5.60975e+08,574.179,0,1,1
5.80876e+08,519.385,0,1,1
6.00897e+08,562.602,0,1,1
6.21047e+08,466.134,0,1,1
6.41128e+08,410.569,0,1,1
6.61067e+08,463.819,0,1,1
6.80364e+08,591.157,0,1,1
7.00503e+08,545.624,0,1,1
7.20559e+08,451.471,0,1,1
7.40456e+08,589.613,0,1,1
7.60408e+08,450.699,0,1,1
7.81132e+08,857.409,0,1,1
8.00714e+08,469.993,0,1,1
8.20837e+08,570.32,0,1,1
8.40866e+08,456.101,0,1,1
8.61022e+08,454.558,0,1,1
8.81126e+08,585.755,0,1,1
9.00897e+08,715.408,0,1,1
9.21003e+08,664.473,0,1,1
9.40875e+08,470.765,0,1,1
9.60926e+08,571.092,0,1,1
9.80854e+08,467.678,0,1,1
1.00103e+09,531.733,0,1,1
1.02094e+09,606.592,0,1,1
1.04102e+09,427.547,0,1,1
1.06111e+09,502.406,0,1,1
1.0809e+09,487.743,0,1,1
1.10085e+09,455.33,0,1,1
1.12095e+09,450.699,0,1,1
1.14107e+09,489.287,0,1,1
1.16105e+09,445.297,0,1,1
1.18095e+09,436.808,0,1,1
1.20116e+09,477.71,0,1,1
1.22124e+09,441.438,0,1,1
1.24114e+09,524.787,0,1,1
1.26117e+09,466.134,0,1,1
1.28145e+09,425.232,0,1,1
1.30097e+09,439.895,0,1,1
1.32104e+09,531.733,0,1,1
1.34099e+09,537.135,0,1,1
1.36096e+09,482.341,0,1,1
1.38112e+09,467.678,0,1,1
1.40106e+09,466.906,0,1,1
1.42092e+09,510.895,0,1,1
1.44106e+09,520.928,0,1,1
1.46101e+09,471.536,0,1,1
1.48079e+09,462.275,0,1,1
1.50097e+09,657.527,0,1,1
1.52121e+09,464.591,0,1,1
1.54097e+09,520.928,0,1,1
1.56094e+09,518.613,0,1,1
1.58101e+09,428.319,0,1,1
1.60119e+09,463.047,0,1,1
1.62122e+09,678.364,0,1,1
1.64118e+09,774.832,0,1,1
1.66121e+09,713.864,0,1,1
1.68116e+09,480.026,0,1,1
1.70123e+09,475.395,0,1,1
1.72135e+09,554.113,0,1,1
1.74111e+09,565.689,0,1,1
1.76116e+09,583.439,0,1,1
1.78116e+09,439.123,0,1,1
1.80131e+09,468.449,0,1,1
1.82102e+09,538.678,0,1,1
1.84101e+09,652.897,0,1,1
1.86108e+09,466.134,0,1,1
1.88121e+09,763.256,0,1,1
1.90125e+09,469.993,0,1,1
1.92124e+09,473.08,0,1,1
1.94121e+09,462.275,0,1,1
1.96118e+09,456.873,0,1,1
1.98113e+09,446.841,0,1,1
2.00133e+09,559.515,0,1,1
2.02071e+09,456.101,0,1,1
2.04101e+09,527.102,0,1,1
2.0613e+09,431.406,0,1,1
2.08144e+09,474.623,0,1,1
2.10133e+09,463.047,0,1,1
2.12142e+09,453.015,0,1,1
2.14146e+09,503.178,0,1,1
2.16092e+09,543.309,0,1,1
2.18069e+09,507.037,0,1,1
2.201e+09,848.148,0,1,1
