start_time,lib_name,lib_ver,test_duration,cpu_freq,latency_mean,throughput,cpu_cycles,peak_memory,page_faults,buff_flush,sink_flush,buff_size,formatter,formatter_impl,sink,build,dropped,latency_min,latency_max,latency_median,latency_IQR,latency_75th,latency_90th,latency_99th,latency_99.9th
0x185c945d1e49c92c,noop,0.0.0,0.042660,2.591968,47.486579,21396095.212624,180447448,4112384,1077,0,0,0,txt,,lib,release,400000
0x185c945fec4d5ecc,spdlog,1.15.3,1.110603,2.591968,10490.116855,367758.637064,9162669332,7933952,2032,-1,0,164,txt,fmtlib_{fmt},sort,release,0
0x185c9463ae854ad8,p7client,5.6,1.031105,2.591968,9195.349459,395902.018210,2850400164,7430144,1970,-1,1000,-1,txt,?,sort,release,0
0x185c946820561670,quill,10.0.1,1.082481,2.591968,144.342316,378959.953881,2886452072,85635072,24768,1,-1,-1,txt,fmtlib_{fmt},sort,release,0
0x185c946bde32ed8c,fstlog,0.55.0,0.493555,2.591968,4560.662342,850259.881933,1654388882,4620288,1264,0,0,0,txt,own_fill_align_charconv,sort,release,0
0x185c946f8214ee34,log4cxx,1.5.0,3.237350,2.591968,31668.940486,124932.790063,12599646740,7970816,2197,-1,0,-1,txt,fmtlib_{fmt},sort,release,0
0x185c9473c3873b70,fstlog-fast,0.55.0,0.426761,2.591968,3905.173168,985957.500302,1432659744,4644864,1269,0,0,0,txt,minimal_charconv,sort,release,0
0x185c94775f1ebf74,abseil,20250512.1,2.747408,2.591968,26843.925005,146892.068629,24637177604,5165056,3735,-1,0,-1,txt,?,sort,release,0
0x185c947b8096800c,boost,1.88.0,2.593235,2.591968,25299.778701,155930.798691,29069560736,7155712,1915,0,0,64,txt,insertion_operator,sort,release,0
0x185c947f9765f868,quill-bounded,10.0.1,1.007300,2.591968,9117.231319,408260.622967,2684998394,13312000,3361,1,-1,64,txt,fmtlib_{fmt},sort,release,0
0x185c948359a72340,g3log,2.6,2.931256,2.591968,4751.886438,137558.497611,13850262992,230006784,57023,-1,0,-1,txt,printf?,sort,release,0
0x185c94875abd6164,poco,1.14.1,8.875412,2.591968,30488.802167,45201.689259,53639222882,83726336,20642,-1,0,-1,txt,?,sort,release,0
