start_time,lib_name,lib_ver,test_duration,cpu_freq,latency_mean,throughput,cpu_cycles,peak_memory,page_faults,buff_flush,sink_flush,buff_size,formatter,formatter_impl,sink,build,dropped,latency_min,latency_max,latency_median,latency_IQR,latency_75th,latency_90th,latency_99th,latency_99.9th
0x185c94fdf9a3e1c4,noop,0.0.0,100.029098,2.591888,77.744201,1999.867519,5222730156,4120576,1079,0,0,0,txt,,lib,release,200000
0x185c9516e5e42374,abseil,20250512.1,100.029629,2.591888,38779.964725,1999.873462,22719347238,5201920,13353,-1,0,-1,txt,?,sort,release,0
0x185c953029c24274,boost,1.88.0,100.031635,2.591888,31307.791234,1999.890534,26840587784,5828608,1528,0,0,64,txt,insertion_operator,sort,release,0
0x185c95496c8f28ec,log4cxx,1.5.0,100.041364,2.591888,15926.948313,1999.841889,22901161874,7864320,2066,-1,0,-1,txt,fmtlib_{fmt},sort,release,0
0x185c9562b1c9f608,g3log,2.6,100.033276,2.591888,20111.755554,1999.867067,25637543044,5124096,1408,-1,0,-1,txt,printf?,sort,release,0
0x185c957bdff3cae0,fstlog-fast,0.55.0,100.030832,2.591888,1645.244588,1999.881201,6411350646,4689920,1237,0,0,0,txt,minimal_charconv,sort,release,0
0x185c95952582c214,fstlog,0.55.0,100.028736,2.591888,1808.917668,1999.882219,6573451028,4685824,1235,0,0,0,txt,own_fill_align_charconv,sort,release,0
0x185c95ae6cd46140,quill-bounded,10.0.1,100.050750,2.591888,815.529783,1999.426113,11132126668,6209536,1622,1,-1,64,txt,fmtlib_{fmt},sort,release,0
0x185c95c7b4f56820,quill,10.0.1,100.050850,2.591888,1003.285180,1999.689180,11398556634,6217728,1623,1,-1,-1,txt,fmtlib_{fmt},sort,release,0
0x185c95e0f93b6944,spdlog,1.15.3,100.029183,2.591888,8551.366225,1999.875874,12965991940,7938048,2033,-1,0,164,txt,fmtlib_{fmt},sort,release,0
0x185c95fa3cce72c8,p7client,5.6,100.028822,2.591888,3082.449984,1999.846554,8028217648,5509120,1496,-1,1000,-1,txt,?,sort,release,0
0x185c9613d9f2e534,poco,1.14.1,100.031166,2.591888,36566.989561,1999.854535,42494382678,5754880,1511,-1,0,-1,txt,?,sort,release,0
