start_time,lib_name,lib_ver,test_duration,cpu_freq,latency_mean,throughput,cpu_cycles,peak_memory,page_faults,buff_flush,sink_flush,buff_size,formatter,formatter_impl,sink,build,dropped,latency_min,latency_max,latency_median,latency_IQR,latency_75th,latency_90th,latency_99th,latency_99.9th
0x185c962bfb19f2bc,noop,0.0.0,100.028011,2.592228,81.248300,199.987914,628488998,4100096,1114,0,0,0,txt,,lib,release,20000
0x185c9644e6fdcee8,fstlog-fast,0.55.0,100.031298,2.592228,1900.290342,199.987089,756458724,4624384,1240,0,0,0,txt,minimal_charconv,sort,release,0
0x185c965ddcfa95c0,p7client,5.6,100.028977,2.592228,3334.900425,199.984073,981977374,5349376,1459,-1,1000,-1,txt,?,sort,release,0
0x185c9676dbca8458,spdlog,1.15.3,100.029033,2.592228,9141.811670,199.987778,1412015200,7946240,2033,-1,0,164,txt,fmtlib_{fmt},sort,release,0
0x185c968fd10eceac,g3log,2.6,100.032057,2.592228,23408.900271,199.988047,2907204742,5148672,1369,-1,0,-1,txt,printf?,sort,release,0
0x185c96a8c3dec444,log4cxx,1.5.0,100.042330,2.592228,18011.808376,199.984561,2538605440,7860224,2068,-1,0,-1,txt,fmtlib_{fmt},sort,release,0
0x185c96c1b9900d54,quill-bounded,10.0.1,100.056424,2.592228,1116.418561,199.945873,4305161536,6008832,1624,1,-1,64,txt,fmtlib_{fmt},sort,release,0
0x185c96dab0afcae4,quill,10.0.1,100.050841,2.592228,1229.589095,199.954621,4351050662,6209536,1621,1,-1,-1,txt,fmtlib_{fmt},sort,release,0
0x185c96f3a6a55e60,abseil,20250512.1,100.029404,2.592228,61194.241494,199.986369,3073563210,5181440,10246,-1,0,-1,txt,?,sort,release,0
0x185c970c9bdb6c90,poco,1.14.1,100.030480,2.592228,42677.772989,199.986515,4774133930,5722112,1552,-1,0,-1,txt,?,sort,release,0
0x185c972590eeba44,boost,1.88.0,100.032826,2.592228,37015.905017,199.986905,3117679512,5779456,1516,0,0,64,txt,insertion_operator,sort,release,0
0x185c973e869bc6f4,fstlog,0.55.0,100.028584,2.592228,2061.186080,199.987544,776292696,4698112,1237,0,0,0,txt,own_fill_align_charconv,sort,release,0
